"age","friends","days_active","hours_active","likes","posts","cluster_name","id","sex","name","date_of_birth","post_text","city","state","relationship_status","education","groups_joined","pages_liked","primary_device","last_active_hours_ago","events_responded","notification_setting","privacy_setting","account_age_years","photos_uploaded","comments_30days"
47.8203474664592,289,13,30,558,8,"Middle-aged Moderate",106,"F","Debra Perez","1976-12-01","Thinking about changing my approach to mortgage rates. Any advice?","Phoenix","AZ","Married","High School",4,98,"Desktop (Windows)",4.9,7,"Important notifications only","Friends only",6.5,114,27
21.8851203235423,309,21,59,729,15,"Young Adult Active",107,"M","Joseph Adams","2003-03-19","Does anyone else struggle with urban living or is it just me?","Jacksonville","FL","Engaged","Master's Degree",17,75,"Mobile (iOS)",11.6,6,"Important notifications only","Friends only",5.8,455,71
64.3194818673949,52,10,15,291,4,"Senior Light",108,"F","Sarah Nguyen","1960-06-18","Feeling conflicted about grandchildren. Thoughts? 😊❤️","Atlanta","GA","In a relationship","High School",5,58,"Mobile (Android)",12.2,2,"Minimal notifications","Friends only",6.3,151,36
27.441986132819,373,20,40,943,19,"Young Adult Active",109,"F","Christine Martinez","1997-05-14","Can't believe it's been a year since I started professional networking!","Houston","TX","Divorced","Bachelor's Degree",11,200,"Mobile (Android)",1.6,3,"No notifications","Friends only",12,0,24
15.413174872773,543,25,48,1277,26,"Young Active",110,"M","Nicholas Thompson","2009-06-02","Can't stop thinking about gaming. It's changed everything for me. 😀💯","Seattle","WA","In a relationship","Some College",12,128,"Mobile (iOS)",0.5,8,"All notifications","Friends only",2.4,223,145
20.6709307569003,251,18,49,880,20,"Young Adult Active",111,"F","Debra Mitchell","2003-11-27","Feeling conflicted about food trends. Thoughts? #instagood","Columbus","OH","In a relationship","Associate's Degree",6,91,"Tablet",8.2,7,"All notifications","Public",6.3,257,106
26.2258953171984,486,27,75,1230,39,"Young Active",112,"M","Thomas Walker","1998-03-14","Best decision ever was getting involved with gaming! #motivation","Columbus","OH","In a relationship","Bachelor's Degree",13,32,"Desktop (Mac)",11.6,12,"All notifications","Friends only",6.4,80,101
41.1176715095403,306,21,38,838,29,"Young Adult Active",113,"F","Nancy Thomas","1984-01-15","Just discovered an amazing resource for fitness goals! Game changer! 👍😀","San Francisco","CA","Single","Bachelor's Degree",13,74,"Tablet",5.5,4,"Important notifications only","Friends only",7,144,75
61.3668803207223,115,19,3,200,0,"Senior Light",114,"F","Brenda Mitchell","1963-08-21","Just finished downsizing homes! Can't believe how much I enjoyed it. ✨","Portland","OR","Widowed","Bachelor's Degree",5,40,"Mobile (iOS)",2.4,2,"All notifications","Friends only",5.4,140,40
45.6539239726414,226,14,32,483,9,"Middle-aged Moderate",115,"F","Anna White","1979-05-14","Just discovered an amazing resource for car maintenance! Game changer!","Columbus","OH","Married","Master's Degree",5,75,"Multiple devices",0.4,9,"All notifications","Friends of friends",9.3,365,33
44.1933468703005,199,15,22,445,12,"Middle-aged Moderate",116,"M","Joshua Young","1980-07-22","Feeling conflicted about family vacations. Thoughts?","Dallas","TX","Married","High School",11,105,"Mobile (Android)",1.6,2,"Important notifications only","Friends of friends",8.1,476,21
56.726923610609,102,4,28,120,2,"Senior Light",117,"F","Emma Baker","1967-10-02","Looking for friends who are into book clubs. Let's connect!","San Antonio","TX","Married","High School",8,13,"Tablet",4.3,2,"All notifications","Friends only",7,148,19
29.769804892397,389,29,59,1253,39,"Young Active",118,"F","Rachel Perez","1995-03-21","Best decision ever was getting involved with graduation!","Los Angeles","CA","Single","High School",16,159,"Mobile (iOS)",2.7,7,"Minimal notifications","Public",6.3,648,47
26.7647573274466,380,24,44,1161,32,"Young Active",119,"M","Stephen Anderson","1997-12-26","Finally took the plunge with fashion trends after months of hesitation. #fun #instagood","Philadelphia","PA","Single","Some College",11,127,"Mobile (iOS)",0.9,8,"No notifications","Public",5.8,395,60
41.0329964632481,236,16,31,307,15,"Middle-aged Moderate",120,"F","Patricia Baker","1983-07-06","Can't believe it's been a year since I started parent-teacher meetings!","Boston","MA","Divorced","Bachelor's Degree",9,93,"Mobile (iOS)",1.6,3,"All notifications","Friends only",11.1,274,21
65.0055661715512,84,12,9,224,7,"Senior Light",121,"F","Barbara Brown","1959-11-19","Thinking about changing my approach to community volunteering. Any advice?","San Jose","CA","Divorced","Bachelor's Degree",4,53,"Desktop (Windows)",32.8,2,"Important notifications only","Friends only",4,82,33
33.7372599582014,293,26,37,824,19,"Young Adult Active",122,"M","Samuel Roberts","1990-09-19","Best decision ever was getting involved with career growth! #love","San Francisco","CA","Married","Master's Degree",15,115,"Desktop (Windows)",0.2,5,"All notifications","Friends only",7.5,356,35
26.8671258163843,216,19,27,732,24,"Young Adult Active",123,"F","Stephanie Ramirez","1997-09-09","Best decision ever was getting involved with wedding planning!","Houston","TX","In a relationship","Master's Degree",12,80,"Mobile (Android)",2.3,8,"All notifications","Friends of friends",5.5,554,69
41.9761184296836,172,14,29,477,5,"Middle-aged Moderate",124,"F","Katherine Perez","1982-07-09","Can't believe it's been a year since I started career advancement!","San Jose","CA","Married","High School",9,86,"Desktop (Mac)",3.9,4,"Important notifications only","Friends only",9.3,525,15
25.5391602297721,310,21,46,840,20,"Young Adult Active",125,"M","Jack Jones","1999-03-06","Celebrating a milestone with fitness goals today! #blessed","San Diego","CA","Single","High School",7,186,"Tablet",2.8,3,"All notifications","Friends only",9.1,635,23
28.1540920504589,426,30,63,1365,37,"Young Active",126,"M","Samuel Robinson","1996-01-22","Learned something new about cheap travel today that blew my mind! 💯 #amazing #happy","Philadelphia","PA","Single","High School",12,204,"Mobile (iOS)",0.5,5,"Minimal notifications","Friends only",6.9,367,43
22.8364740835772,454,25,76,1307,21,"Young Active",127,"F","Samantha Allen","2002-03-13","Feeling conflicted about graduation. Thoughts?","Chicago","IL","Single","Some College",12,127,"Mobile (iOS)",3.2,8,"Important notifications only","Friends only",8.3,445,77
32.2606932210926,319,21,29,739,15,"Young Adult Active",128,"F","Dorothy Taylor","1992-04-24","Finally took the plunge with DIY projects after months of hesitation. 👍😀😀","Columbus","OH","In a relationship","Graduate School",11,13,"Mobile (Android)",0.1,4,"No notifications","Friends only",8.5,595,71
26.8399952259817,443,28,62,1447,24,"Young Active",129,"F","Carol Martin","1997-06-14","Looking for a group in the area interested in social activism. Anyone? 👏😊❤️","Chicago","IL","In a relationship","Some College",11,234,"Mobile (iOS)",3,9,"All notifications","Only me",5.1,457,66
23.6480625516905,471,28,58,1330,34,"Young Active",130,"F","Sharon Walker","2001-06-07","Can't believe it's been a year since I started living with parents! #motivation","Austin","TX","Single","High School",17,105,"Mobile (iOS)",1.1,7,"All notifications","Public",8.2,329,112
27.3275630885649,438,29,65,1249,30,"Young Active",131,"M","Jonathan Lee","1997-02-10","Learned something new about living with parents today that blew my mind!","Denver","CO","Single","Some College",6,125,"Mobile (Android)",0.9,10,"All notifications","Friends only",5.4,455,96
42.8717811281348,184,7,24,538,11,"Middle-aged Moderate",132,"F","Amy Hernandez","1981-11-08","Does anyone else struggle with cooking or is it just me?","Jacksonville","FL","Widowed","High School",10,60,"Desktop (Windows)",0.8,8,"Important notifications only","Only me",13.6,222,53
58.8465000492129,67,3,4,101,8,"Senior Light",133,"F","Carolyn Wright","1965-09-14","Just finished nostalgia! Can't believe how much I enjoyed it.","Jacksonville","FL","Widowed","Some College",8,51,"Desktop (Windows)",0.5,4,"All notifications","Friends only",4.4,11,9
30.8612125415123,482,20,45,1254,21,"Young Active",134,"M","Joseph Wilson","1994-01-20","Just discovered an amazing resource for dating apps! Game changer! 🎉🔥","Indianapolis","IN","Engaged","Bachelor's Degree",10,83,"Desktop (Mac)",0.9,12,"Important notifications only","Public",8.8,391,92
46.9635135336656,241,17,20,566,17,"Middle-aged Moderate",135,"F","Nicole Allen","1977-06-27","Does anyone else struggle with college savings or is it just me?","Fort Worth","TX","Married","Bachelor's Degree",7,126,"Desktop (Windows)",3.2,3,"All notifications","Friends of friends",13.3,423,38
26.6900437214521,417,15,55,788,18,"Young Adult Active",136,"M","Nicholas Wilson","1997-08-29","Does anyone else struggle with wedding planning or is it just me? #happy","Austin","TX","Single","Bachelor's Degree",10,110,"Desktop (Windows)",0.1,7,"Minimal notifications","Custom",12.3,817,98
26.1131539663749,251,19,20,846,22,"Young Adult Active",137,"F","Amanda Allen","1998-09-20","Looking for friends who are into outdoor activities. Let's connect!","Phoenix","AZ","Single","Bachelor's Degree",13,164,"Mobile (Android)",0.2,8,"Important notifications only","Friends only",8.4,171,63
27.5676928945439,415,27,55,1114,35,"Young Active",138,"F","Samantha Campbell","1997-01-16","Finally took the plunge with first job after months of hesitation.","Los Angeles","CA","Married","Some College",13,142,"Desktop (Windows)",1.4,4,"Important notifications only","Friends of friends",6.2,723,105
55.4334388097936,112,16,10,267,1,"Senior Light",139,"F","Nicole Garcia","1968-11-15","So frustrated with recipes right now. Need advice!","Jacksonville","FL","Widowed","Bachelor's Degree",4,64,"Desktop (Windows)",17.7,3,"Important notifications only","Friends of friends",3,90,8
37.7528809737485,282,14,9,491,21,"Middle-aged Moderate",140,"F","Karen Carter","1987-05-19","Does anyone else struggle with college savings or is it just me?","Dallas","TX","Married","Associate's Degree",6,56,"Mobile (iOS)",3.4,2,"No notifications","Public",12,205,58
29.0146634955181,511,25,50,1017,29,"Young Active",141,"M","Andrew Jackson","1995-06-09","Feeling conflicted about social activism. Thoughts? ✨😊✨ #life #friends","Philadelphia","PA","In an open relationship","Some College",12,165,"Desktop (Mac)",5.1,7,"Important notifications only","Friends of friends",9.5,397,53
22.1326157450945,427,26,50,1154,34,"Young Active",142,"F","Laura Thompson","2002-10-26","Need recommendations for dealing with first job. Help appreciated!","Philadelphia","PA","In a relationship","Bachelor's Degree",12,176,"Mobile (Android)",3.6,11,"Important notifications only","Friends only",6.7,445,145
30.3593741607584,166,13,12,527,4,"Middle-aged Moderate",143,"M","Joshua Gonzalez","1994-10-30","Does anyone else struggle with parent-teacher meetings or is it just me?","Denver","CO","Married","Bachelor's Degree",9,63,"Desktop (Windows)",2.9,2,"Minimal notifications","Friends only",10.3,505,21
28.3219541691107,535,12,64,1261,26,"Young Active",144,"F","Sandra Davis","1996-10-09","Need recommendations for dealing with social activism. Help appreciated!","San Francisco","CA","Single","Bachelor's Degree",15,113,"Mobile (Android)",0.1,7,"Minimal notifications","Friends only",6.6,253,45
16.9872988810287,527,30,80,1084,30,"Young Active",145,"M","Edward Lopez","2007-06-02","Looking for friends who are into fashion trends. Let's connect! 🙌👏🔥","Los Angeles","CA","In a relationship","Some College",16,140,"Desktop (Mac)",1.9,3,"Minimal notifications","Public",4,150,111
53.2269987127308,91,7,11,156,9,"Senior Light",146,"F","Janet Flores","1971-03-19","Can't stop thinking about traditional hobbies. It's changed everything for me.","Columbus","OH","Widowed","High School",3,50,"Desktop (Windows)",3.6,2,"Minimal notifications","Friends only",4.1,174,0
14.9103366029105,385,17,32,790,21,"Young Adult Active",147,"M","Daniel Carter","2009-06-21","Celebrating a milestone with fitness goals today! #blessed 💯😊😊","Austin","TX","In a relationship","Master's Degree",7,105,"Mobile (Android)",2.5,9,"Important notifications only","Friends of friends",7.9,450,50
44.1561891111503,200,16,14,452,5,"Middle-aged Moderate",148,"M","John Green","1980-04-05","Does anyone else struggle with parent-teacher meetings or is it just me?","San Francisco","CA","Married","High School",4,74,"Desktop (Windows)",8.3,2,"Important notifications only","Friends of friends",13.1,409,61
61.2554854442367,39,6,0,55,7,"Senior Light",149,"F","Amy Perez","1963-07-08","Feeling conflicted about grandchildren. Thoughts? 🔥💯✨","New York","NY","Married","High School",5,14,"Desktop (Windows)",6.8,1,"All notifications","Friends of friends",6.6,15,21
42.3114673297066,197,19,13,364,13,"Middle-aged Moderate",150,"M","Jacob Robinson","1982-05-11","Thinking about changing my approach to work-life balance. Any advice?","Houston","TX","Married","Bachelor's Degree",7,51,"Desktop (Mac)",3.2,3,"Minimal notifications","Friends of friends",11.2,518,56
44.2239611161162,204,13,13,523,17,"Middle-aged Moderate",151,"F","Emma Carter","1980-12-02","Spent all weekend on career advancement and it was totally worth it.","Portland","OR","Divorced","Master's Degree",10,170,"Desktop (Mac)",9.5,5,"Important notifications only","Friends of friends",11.9,0,62
29.7901423783922,222,23,54,689,19,"Young Adult Active",152,"F","Patricia Brown","1995-05-04","So frustrated with professional networking right now. Need advice!","Jacksonville","FL","Married","Bachelor's Degree",9,151,"Mobile (iOS)",3.1,5,"All notifications","Friends of friends",8.9,153,80
19.4721204714999,441,24,66,1121,41,"Young Active",153,"M","Gary Thomas","2005-06-25","Spent all weekend on dating apps and it was totally worth it. #fun","Denver","CO","It's complicated","Bachelor's Degree",16,147,"Multiple devices",7.3,4,"All notifications","Public",6,225,108
62.8188782616544,59,4,0,228,0,"Senior Light",154,"M","Matthew Roberts","1961-06-09","Just finished travel destinations! Can't believe how much I enjoyed it. ✨💯👍","Miami","FL","Divorced","Bachelor's Degree",4,35,"Tablet",0.2,2,"Minimal notifications","Friends only",8.8,0,58
31.5168237790984,475,28,68,1148,33,"Young Active",155,"M","Robert Roberts","1993-01-19","Just finished music festivals! Can't believe how much I enjoyed it. #happy","Seattle","WA","It's complicated","Bachelor's Degree",8,71,"Desktop (Mac)",1.1,8,"All notifications","Friends only",6.6,644,113
17.4988953110267,423,30,73,1231,38,"Young Active",156,"F","Angela Jackson","2006-10-18","So proud of what I've accomplished with student loans this year. #love","Seattle","WA","Engaged","Some College",13,88,"Mobile (iOS)",2.7,8,"Minimal notifications","Friends of friends",4.5,125,74
